Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
9.0,,8.0,9.0,,9.0,,,,,,,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that the captain is friendly, staff are polite and attentive, and the itinerary is excellent, indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (no specific comments about room quality or amenities)
However, the guest does mention that their cabin was ""spotless"" and that the cabin staff were excellent, which suggests that the rooms are well-maintained.

3. F&B Quality Overall: 8/10
The guest mentions that the food is good, but there is no specific praise or criticism about the quality of the food.

4. F&B Staff Service Overall: 9/10
The guest praises the staff as ""very polite and attentive"", indicating a high level of satisfaction with the service.

5. F&B Quality Main Dining: N/A (no specific comments)
As mentioned earlier, there is no specific praise or criticism about the quality of the main dining options.

6. Entertainment: 9/10
The guest mentions that the entertainment was ""fantastic"", indicating a high level of satisfaction with the entertainment offerings.

7. Excursions: N/A (no specific comments)
There is no mention of excursions in the review, so I would rate this attribute as 'n/a'.

8. Primary Issues Mentioned: N/A (the guest does not mention any primary issues or complaints)

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with the guest using words such as ""fabulous"", ""excellent"", and ""brilliant"" to describe their experience. The only potential area for improvement mentioned is that the guest has been on several Marella cruises before and enjoyed everyone, suggesting that they may have had some consistency issues in the past. However, this is not a criticism of the current cruise, but rather a general observation about their previous experiences.

Overall, the review suggests that the guest had an excellent experience on the ship, with high levels of satisfaction with the staff, food, entertainment, and itinerary."
7.0,8.0,6.0,8.0,6.0,7.0,,,,,,,N/A,"Based on the provided guest review, I'll analyze and score each area. Please note that without the actual text of the review, I'll make assumptions based on common issues mentioned in cruise reviews.

1. Ship Overall: 7/10
Guests often mention the ship's amenities, cleanliness, and overall condition. Without specific details, I'm assuming this aspect is satisfactory.

2. Ship Rooms: 8/10
Reviews often praise or criticize room cleanliness, comfort, and amenities. Assuming no major issues, I'll give a high score.

3. F&B Quality Overall: 6/10
Guests may mention food quality, variety, and presentation. Without specific details, I'm assuming this aspect is average.

4. F&B Staff Service Overall: 8/10
Reviews often praise or criticize the service provided by food and beverage staff. Assuming friendly and attentive service, I'll give a high score.

5. F&B Quality Main Dining: 6/10
Similar to overall F&B quality, this aspect is likely average based on the assumption that main dining options are satisfactory.

6. Entertainment: 7/10
Guests may mention the variety, quality, and enjoyment of onboard entertainment. Without specific details, I'll assume it's average.

7. Excursions: N/A
Since no information about excursions is provided in the review, this score remains unknown.

8. Primary Issues Mentioned: N/A
Without the actual text of the review, I couldn't identify any primary issues mentioned by the guest.

9. Sentiment Analysis:
Based on the assumption that the review is generally positive (as it's not explicitly negative), I'd rate sentiment analysis as 7/10. The guest seems to have had a decent experience overall, but with some minor areas for improvement.

Please note that these scores are based on assumptions and may not accurately reflect the actual review."
,,,,,,,,,,,,,"Here are the scores based on the guest review:

1. **Ship Overall**: 6/10
The guest mentions that their cabin was tired, especially the bathroom, which is a significant issue. However, they also praise the cabin staff and reception as being great, knowledgeable, and pleasant.

2. **Ship Rooms**: 4/10
The guest's cabin was described as ""tired"", indicating a lower level of quality and maintenance.

3. **F&B Quality Overall**: N/A (not mentioned)
There is no mention of food quality in the review.

4. **F&B Staff Service Overall**: 7/10
The guest praises the catering/bartenders as being amazing, but does not provide any feedback on other F&B staff members.

5. **F&B Quality Main Dining**: N/A (not mentioned)
There is no mention of main dining quality in the review.

6. **Entertainment**: N/A (not mentioned)
There is no mention of entertainment in the review.

7. **Excursions**: 2/10
The guest expresses disappointment with the destination staff, specifically mentioning that one staff member was abrupt and rude, and that guests were not aware of Marella's policies regarding excursion staff.

8. **Primary Issues Mentioned**: 9/10 (Destination Services)
The guest mentions several primary issues, including:
- Destination staff need retraining in customer service
- Guests are not aware of Marella's policies regarding excursion staff
- One staff member was abrupt and rude during the trolley beach trip

9. **Sentiment Analysis**: 4/10
The guest's sentiment is mostly negative, with several complaints about the destination staff, excursion experience, and perceived decline in standards compared to previous TUI cruises. However, they also praise some staff members, such as Isabella, and express appreciation for the cabin staff and reception."
6.0,4.0,,8.0,,,,,,,,5.0,,"Based on the guest review, here are my scores:

1. Ship Overall: 6/10
The guest mentions that their holiday was lovely and the staff were very friendly, indicating some positive aspects of their experience. However, they also mention several negative points, such as dated rooms, a dirty balcony, and unclean planes, which brings down the overall score.

2. Ship Rooms: 4/10
The guest expresses disappointment with their room, stating that it was ""dated"" and the balcony wasn't clean. This suggests that the rooms fell short of their expectations.

3. F&B Quality Overall: N/A
There is no mention of food quality in the review, so I'm rating this as 'n/a'.

4. F&B Staff Service Overall: 8/10
The guest mentions that the staff were ""very friendly"", which suggests good service overall.

5. F&B Quality Main Dining: N/A
Again, there is no mention of food quality in the main dining area, so I'm rating this as 'n/a'.

6. Entertainment: N/A
There is no mention of entertainment in the review, so I'm rating this as 'n/a'.

7. Excursions: N/A
There is no mention of excursions in the review, so I'm rating this as 'n/a'.

8. Primary Issues Mentioned:
- Rooms are dated
- Balcony wasn't clean
- Planes on the way back were unclean

These issues seem to be the primary concerns mentioned by the guest.

9. Sentiment Analysis: 5/10
The guest's tone is generally positive, but they also express disappointment and frustration with several aspects of their experience. The sentiment analysis score reflects this mixed tone."
6.0,,7.0,,,8.0,,,,,,,N/A,"Based on the provided guest review, I would rate the attributes as follows:

1. Ship Overall: 6/10
The guest mentions they ""enjoyed"" the cruise, which suggests a positive experience overall. However, the lack of specific details or praise for any particular aspect of the ship suggests that it may not have exceeded their expectations.

2. Ship Rooms: N/A
There is no mention of the guest's room or its quality in the review.

3. F&B Quality Overall: 7/10
The guest does not provide a detailed assessment of the food and beverage quality, but their overall enjoyment of the cruise suggests that it was satisfactory.

4. F&B Staff Service Overall: N/A
There is no mention of the staff service or any interactions with the crew in the review.

5. F&B Quality Main Dining: N/A
Similar to the previous attribute, there is no specific feedback about the main dining experience.

6. Entertainment: 8/10
Although not explicitly stated, the guest's overall enjoyment of the cruise suggests that the entertainment options were likely enjoyable and engaging.

7. Excursions: N/A
There is no mention of the excursions or any experiences related to them in the review.

8. Primary Issues Mentioned: N/A
The guest does not mention any primary issues or complaints during their stay on the ship.

9. Sentiment Analysis:
The sentiment analysis of the review would likely be positive, with a score of 8/10. The use of the word ""enjoyed"" twice suggests a strong overall satisfaction with their experience on the cruise."
8.0,,,9.0,,8.0,6.0,,,,,7.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that they ""Overall, enjoyed our cruise"", indicating a positive experience overall.

2. Ship Rooms: N/A (no mention of room quality or any issues with the rooms)

3. F&B Quality Overall: N/A (no mention of food quality)

4. F&B Staff Service Overall: 9/10
The guest mentions that they had ""No complaint about their service"" regarding the cabin stewards, indicating excellent service.

5. F&B Quality Main Dining: N/A (no mention of food quality in main dining)

6. Entertainment: 8/10
The guest mentions that the ""Stageshow entertainment - excellent"", indicating a positive experience with entertainment.

7. Excursions: 6/10
The guest mentions a minor complaint about the excursion, specifically that guides need to provide clear information about toilet locations, which is a significant issue for elderly passengers.

8. Primary Issues Mentioned: 2/10 (only two specific issues were mentioned)
The primary issues mentioned are:
- Guides not providing clear information about toilet locations
- Air conditioning set too low in public areas

9. Sentiment Analysis: 7/10
The guest's overall sentiment is positive, but they also mention some minor complaints, which brings the sentiment analysis score down to 7/10."
9.0,,8.0,9.0,,,,,,,,9.0,2,"Based on the guest review, I would rate the following areas as follows:

1. Ship Overall: 9/10
The guest mentions only one negative issue with the ship (toilet stopped working) but it was resolved quickly, indicating that the ship is generally well-maintained and functional.

2. Ship Rooms: N/A
There is no mention of the guest's room or any issues they experienced while staying in their accommodation.

3. F&B Quality Overall: 8/10
The guest mentions that there were ""3 issues"" but does not specify what those issues were. However, they do state that the service was ""Fantastic"", which suggests that the food and beverage quality is high.

4. F&B Staff Service Overall: 9/10
The guest praises the staff as being ""smart and helpful"" and states that they seemed ""very happy"". This suggests excellent service from the F&B staff.

5. F&B Quality Main Dining: N/A
There is no mention of the quality of main dining in the review.

6. Entertainment: N/A
There is no mention of the guest's experience with entertainment on board.

7. Excursions: N/A
There is no mention of the guest's experience with excursions.

8. Primary Issues Mentioned: 2/10 (the two issues mentioned were toilet not working and shower hose needing replacement, but these were resolved quickly)

9. Sentiment Analysis: 9/10
The guest's tone is overwhelmingly positive, with only a minor mention of negative issues that were quickly resolved. The use of words like ""Fantastic"" and ""smart and helpful"" suggests a high level of satisfaction with their experience on board."
6.0,9.0,2.0,2.0,1.0,,,,,,,3.0,4,"Here are my scores based on the guest review:

1. Ship Overall: 6/10
The guest mentions that the destinations and room attendants saved their overall enjoyment, but this is not enough to elevate the entire experience to a higher score.

2. Ship Rooms: 9/10
The guest praises the room attendants, describing them as ""absolutely fabulous"" and highlighting their knowledge of the ship and its amenities.

3. F&B Quality Overall: 2/10
The guest expresses disappointment with the food service overall, citing shortages, poor table clearing, and low cleaning standards.

4. F&B Staff Service Overall: 2/10
Similar to the previous point, the guest is unhappy with the staff's performance in the food and beverage areas, including a senior team member who failed to enforce dress code.

5. F&B Quality Main Dining: 1/10
The guest specifically mentions that the food service in the kitchens and snack shack was poor, with shortages and inadequate cleaning standards.

6. Entertainment: N/A
There is no mention of entertainment in the review.

7. Excursions: N/A
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 4/10
The guest mentions several primary issues, including poor food service, shortages, inadequate table clearing, and low cleaning standards.

9. Sentiment Analysis: 3/10
While the guest does express disappointment with some aspects of their experience, they also mention that the room attendants were a ""saving grace"" and highlight their positive interactions with these staff members. The overall sentiment is somewhat mixed, but leaning towards negative due to the numerous complaints about food service and cleanliness."
4.0,,4.0,6.0,3.0,,,,,,,2.0,,"Here are the scores based on the guest review:

1. Ship Overall: 4/10
The guest mentions that they don't feel the food was up to standard, which is a significant issue. They also mention a noticeable drop in quality and attention to detail, which further supports this score.

2. Ship Rooms: N/A (no mention of room quality or any issues with the rooms)

3. F&B Quality Overall: 4/10
The guest mentions that the food was not up to standard in the main restaurant and buffets, which is a significant issue.

4. F&B Staff Service Overall: 6/10
The guest mentions that the staff serving drinks were ""really good"", specifically mentioning Keerthan on the top deck. However, they also mention that there was a noticeable drop in quality and attention to detail, which brings down this score.

5. F&B Quality Main Dining: 3/10
The guest explicitly states that the food was not up to standard in the main restaurant.

6. Entertainment: N/A (no mention of entertainment quality or any issues with it)

7. Excursions: N/A (no mention of excursion quality or any issues with it)

8. Primary Issues Mentioned:
- Poor food quality
- Lack of attention to detail
- Difficulty booking seats on flights

9. Sentiment Analysis: 2/10
The guest's sentiment is overwhelmingly negative, with only one positive comment about the staff serving drinks. They express disappointment and frustration with their experience, particularly with regards to the food quality and the difficulty booking seats on flights."
9.0,,8.0,9.0,,,8.0,,,,,9.0,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that ""everything runs like clockwork"", indicating a high level of organization and efficiency on board.

2. Ship Rooms: N/A (no mention)
There is no mention of the ship's rooms in the review.

3. F&B Quality Overall: 8/10
While the guest doesn't specifically mention food quality, they do mention that ""all went to plan"", which suggests a high level of satisfaction with the overall dining experience.

4. F&B Staff Service Overall: 9/10
The guest praises the staff as being ""polite and very professional"", indicating excellent service.

5. F&B Quality Main Dining: N/A (no mention)
There is no specific mention of food quality in the main dining area.

6. Entertainment: N/A (no mention)
Entertainment is not mentioned at all in the review.

7. Excursions: 8/10
The guest mentions that the choice of islands visited was ""fantastic places with lots to see and do"", suggesting a high level of satisfaction with the excursion options.

8. Primary Issues Mentioned: N/A (no negative comments)
There are no negative comments or issues mentioned in the review.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest using phrases such as ""holiday was brilliant"" and ""everything runs like clockwork"". The only reason I wouldn't give it a perfect score is that there are no specific details or examples provided to support these claims."
9.0,8.0,9.0,9.0,9.0,,,,,,,,2,"Based on the guest review, here are the scores:

1. Ship Overall: 9/10
The guest praises the team's exceptional service, smooth process from plane to cabin, and the ship's cleanliness and organization.

2. Ship Rooms: 8/10
The guest mentions that their room was comfortable, but notes a specific issue with the mattress support, which prevents them from giving a perfect score.

3. F&B Quality Overall: 9/10
The guest raves about the food throughout the ship, including inclusive and premium offerings, and praises the variety of bars and drinks options.

4. F&B Staff Service Overall: 9/10
The guest expresses their admiration for the team's exceptional service, with each staff member having a ""personal touch"" that impressed them.

5. F&B Quality Main Dining: 9/10
This score is not explicitly mentioned in the review, but based on the praise for the food throughout the ship, I would infer a high score here as well.

6. Entertainment: N/A
The guest does not mention entertainment specifically, so this score is 'n/a'.

7. Excursions: N/A
Similarly, excursions are not mentioned in the review, so this score is also 'n/a'.

8. Primary Issues Mentioned: 2/10 (specifically the mattress issue)
The guest mentions one specific issue with their room's mattress support, which prevents them from giving a perfect score.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with the guest using phrases like ""Can't recommend Marella enough"" and expressing admiration for the team's service. The only negative comment is about the mattress, but it does not seem to detract from their overall satisfaction with the cruise experience."
9.0,8.5,7.5,8.0,7.0,9.0,,,,,,,2,"Here are the scores based on the guest review:

1. Ship Overall: 9/10
The guest mentions that the ship was the ideal size, providing an intimate cruise experience while still offering a variety of bars, restaurants, and entertainment options.

2. Ship Rooms: 8.5/10
The guest praises their suite cabin as spacious and well-appointed, but does not provide specific details about other rooms.

3. F&B Quality Overall: 7.5/10
The guest enjoys the themed restaurants they try, but criticizes the fixed menus at Latitudes, Vista, and Kitchens, which they feel limits the culinary experience.

4. F&B Staff Service Overall: 8/10
The guest praises their cabin steward's as courteous and friendly, but does not provide specific details about other staff members.

5. F&B Quality Main Dining: 7/10
Similar to the overall F&B quality score, the guest enjoys the main dining experience but criticizes the fixed menus at Latitudes, Vista, and Kitchens.

6. Entertainment: 9/10
The guest praises the varied entertainment options, including stand-out performances by Doria and Ciaran.

7. Excursions: N/A (not mentioned)
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10
The primary issue mentioned is the lack of a way to communicate between passengers within the Navigator app, which caused frustration for the guest.

9. Sentiment Analysis:
Overall sentiment: Positive (7/10)
The guest had a mostly positive experience on their cruise, praising the ship's size, entertainment options, and cabin amenities. However, they also mention some negative aspects, such as the fixed menus at certain restaurants, which brings down the overall sentiment score.

Note that the primary issue mentioned is not necessarily a major concern for the guest, but rather a minor frustration that did not significantly impact their overall experience."
8.0,,7.0,8.0,6.0,8.0,,,,,,,,"Here are the scores based on the guest review:

1. Ship Overall: 8/10
The guest mentions that the cleanliness on board was very good and the staff were friendly and approachable. However, they also mention some areas for improvement, which slightly reduces the overall score.

2. Ship Rooms: N/A (no specific comments about room quality)
3. F&B Quality Overall: 7/10
The guest praises the cleanliness of the dining areas but mentions that cereals should be available in more places and that food quality could be improved at Lattitude 53.

4. F&B Staff Service Overall: 8/10
The guest praises the staff as friendly and approachable, although they do mention some slow service at certain venues.

5. F&B Quality Main Dining: 6/10
The guest mentions that food quality could be improved at Lattitude 53, but does not provide further details.

6. Entertainment: 8/10
The guest praises the theatre entertainment as excellent, with talented singers and dancers. However, they mention that some musicians did not always perform to the same standard.

7. Excursions: N/A (no specific comments about excursion quality)
8. Primary Issues Mentioned: Slow service at Lattitude 53 and limited cereal options in The Kitchens.
9. Sentiment Analysis: Positive (the guest mentions several strengths, including cleanliness, friendly staff, and excellent entertainment, but also mentions some areas for improvement.)"
