Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
7.0,6.0,8.0,,8.0,7.0,,,,,,,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 7/10
The guest mentions that the cruise was ""so relaxing"" and the staff were ""very helpful and pleasant"", indicating a positive experience. However, they also mention that the ship needs updating, specifically with regards to bathrooms and balconies.

2. Ship Rooms: 6/10
The guest mentions that their room had loud neighbors shouting across the balconies, which was an issue for them. They also mention that the bathrooms need updating.

3. F&B Quality Overall: 8/10
The guest mentions that the food choice in restaurants was ""also good"", indicating a positive experience with regards to food quality.

4. F&B Service Overall: 9/10
The guest praises the staff as being ""very helpful and pleasant"", indicating excellent service.

5. F&B Quality Main Dining: 8/10
This attribute is not explicitly mentioned in the review, so I would rate it as 'n/a'.

6. Entertainment: 7/10
The guest mentions that the entertainment was good in Squid and Anchor and the resident band was also good, indicating a positive experience.

7. Excursions: Not mentioned in the review.
I would rate this attribute as 'n/a' since it is not mentioned by the guest.

8. Primary Issues Mentioned: 2/10
The primary issue mentioned by the guest is the loud neighbors shouting across the balconies, which was an issue for them. They also mention that the ship needs updating, specifically with regards to bathrooms and balconies.

9. Sentiment Analysis:
The sentiment of the review is generally positive, with the guest mentioning several positive experiences (relaxing cruise, helpful staff, good food, good entertainment). However, they also mention two primary issues (loud neighbors and outdated ship facilities), which brings down the overall rating. I would rate the sentiment analysis as 6/10."
7.0,,6.0,,4.0,8.0,,,,,,6.0,2,"Based on the guest review, I would score it as follows:

1. Ship Overall: 7/10
The guest mentions that they had a ""great cruise"" overall, indicating a positive experience. However, they also mention some specific issues with the ship's changes, which brings down the score.

2. Ship Rooms: N/A (no mention of room quality or any issues with the rooms)

3. F&B Quality Overall: 6/10
The guest mentions that the restaurant changes since May 2024 are not an improvement, which suggests a decrease in food quality overall.

4. F&B Service Overall: 7/10
There is no specific mention of poor service, but the guest does mention some issues with the main dining area and the lack of menu details, which could be related to service issues.

5. F&B Quality Main Dining: 4/10
The guest specifically mentions that the change to the main dining area into 3 doesn't work, implying a significant decrease in quality.

6. Entertainment: 8/10
The guest mentions that they had a great time during the day, but criticizes the bands being too loud around the pool at night. This suggests that entertainment was generally good, but not perfect.

7. Excursions: N/A (no mention of excursions)

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- The change to the main dining area into 3 doesn't work.
- The bands being too loud around the pool at night.

9. Sentiment Analysis: 6/10
The sentiment analysis is mixed, with the guest expressing both positive and negative sentiments. They mention that they had a great time overall but also criticize specific aspects of their experience."
7.0,4.0,,,,8.0,9.0,,,,,,,"Here are the scores based on the guest review:

1. Ship Overall: 7/10
The guest mentions that the ship is showing its age, especially in terms of cabins and public areas. However, they also praise the crew as ""excellent"" and the excursions as well-run.

2. Ship Rooms: 4/10
The guest expresses disappointment with their cabin, citing wear and tear, a non-functional sink, and a toilet that failed to flush twice. They also mention that TUI changed their selected cabin without consulting them.

3. F&B Quality Overall: N/A (not mentioned in the review)
4. F&B Service Overall: N/A (not mentioned in the review)
5. F&B Quality Main Dining: N/A (not mentioned in the review)
6. Entertainment: 8/10
The guest mentions that the show team was ""very good"", but also criticizes one guest singer.

7. Excursions: 9/10
The guest praises the excursions as well-run and terminals well located and served.

8. Primary Issues Mentioned: Cabin issues, change of cabin without consultation, poor booking process, and lack of signage for smoking areas.

9. Sentiment Analysis:
The overall sentiment of the review is mixed, with praise for the crew, excursions, and entertainment, but criticism for the ship's age, cabin conditions, and booking process. The guest seems to be disappointed and frustrated with their experience, particularly with regards to the change of cabin without consultation.

Note: The scores are subjective and based on my analysis of the review. They may not reflect the actual quality or performance of the cruise line or its services."
6.0,8.0,9.0,,9.0,2.0,1.0,,,,,,,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The guest mentions some positive aspects (food, staff), but also several negative ones (entertainment, excursions, sunbeds, unruly behavior). The overall tone is mixed.

2. Ship Rooms: 8/10
Guest mentions that cabin cleanliness and amenities were good, which suggests a high level of satisfaction with the rooms.

3. F&B Quality Overall: 9/10
Guest explicitly states that food was ""the highlight of the trip"" and generally excellent, indicating a very high level of satisfaction with the food quality.

4. F&B Service Overall: 9/10
Guest praises the staff, particularly cabin attendants, which suggests excellent service overall.

5. F&B Quality Main Dining: 9/10 (same as above)
No specific mention of main dining, but guest's general praise for food quality applies to this area as well.

6. Entertainment: 2/10
Guest states that entertainment was ""too frequent, noisy and puerile"", indicating a very low level of satisfaction with the entertainment options.

7. Excursions: 1/10
Guest explicitly states that excursions were of ""low quality"" and offered ""sub par experiences"", which is a very low rating.

8. Primary Issues Mentioned:
- Entertainment
- Excursions
- Sunbeds and unruly behavior on sea days

9. Sentiment Analysis: Neutral to Negative (4/10)
The guest's tone is generally neutral, but with a slight leaning towards negativity due to the issues mentioned with entertainment, excursions, and sunbeds."
8.0,,9.0,,,9.0,,,,,,8.0,2,"Based on the guest review, I would score the following areas:

1. Ship Overall: 8/10
The guest mentions that it was a ""Great cruise overall"", indicating a positive experience. However, they also mention some specific issues with the wifi package and other amenities, which brings down the score.

2. Ship Rooms: N/A (not mentioned)
There is no mention of the guest's cabin or room experience in the review.

3. F&B Quality Overall: 9/10
The guest mentions that the food, drinks, and service were ""excellent"", indicating a high level of quality.

4. F&B Service Overall: 9/10 (same as above)
The guest also praises the staff, saying they are ""all excellent"".

5. F&B Quality Main Dining: N/A (not mentioned)
There is no mention of the main dining experience in the review.

6. Entertainment: 9/10
The guest mentions that the entertainment was ""excellent"", indicating a high level of quality.

7. Excursions: N/A (not mentioned)
There is no mention of excursions or activities on board in the review.

8. Primary Issues Mentioned: 2/10
The guest mentions two specific issues:
- The cost of the wifi package being too expensive.
- Sun beds left empty with towels on for longer than 45 minutes.

These issues are not major, but they do detract from the overall experience.

9. Sentiment Analysis: 8/10
The review is overwhelmingly positive, with the guest using words like ""Great"", ""Excellent"", and ""Best"" to describe their experience. However, the two specific issues mentioned bring down the sentiment score slightly."
7.0,,6.0,,,8.0,,,,,,8.0,0,"Based on the provided guest review, here are my scores:

1. Ship Overall: 7/10
The guest mentions that everything went well, which suggests a positive experience overall. However, they also mention ""for the price I paid"", implying that the value might not have been exceptional.

2. Ship Rooms: N/A (no specific comments about rooms)
Since there are no comments about the ship's rooms, I've rated this as 'n/a'.

3. F&B Quality Overall: 6/10
The guest doesn't provide any specific feedback on the food quality overall, so I've rated it based on the assumption that it was average.

4. F&B Service Overall: N/A (no specific comments about service)
Similar to the ship rooms, there are no comments about the service, so I've rated this as 'n/a'.

5. F&B Quality Main Dining: N/A (no specific comments about main dining)
Again, there's no feedback on the quality of main dining, so I've rated it as 'n/a'.

6. Entertainment: 8/10
Although not explicitly stated, the guest mentions that everything went well, which suggests a positive experience with entertainment.

7. Excursions: N/A (no specific comments about excursions)
There are no comments about excursions in the review, so I've rated this as 'n/a'.

8. Primary Issues Mentioned: 0/10
The guest doesn't mention any primary issues or complaints, which suggests that there were none.

9. Sentiment Analysis: 8/10
The overall sentiment of the review is positive, with phrases like ""All very good for the price I paid"" and ""Everything went well"". The tone is neutral to slightly positive, indicating a generally satisfactory experience."
6.0,,7.0,,,,,,,,,4.0,2,"Based on the provided guest review, I would rate the attributes as follows:

1. Ship Overall: 6/10
The guest mentions that the ship is ""old"", which suggests that they have some concerns about the age and condition of the vessel.

2. Ship Rooms: N/A (no mention)
There is no comment from the guest regarding their room or its quality.

3. F&B Quality Overall: 7/10
Although the guest expresses disappointment with the availability of pop, they also mention that they got it out of a bottle, which suggests that the food and beverage options are still somewhat satisfactory.

4. F&B Service Overall: 6/10
The guest's experience with the bar staff is negative, as they were told that there was no pop available despite paying extra for it. This suggests that the service could be improved in terms of communication and follow-through on promises.

5. F&B Quality Main Dining: N/A (no mention)
There is no comment from the guest regarding the quality of main dining options.

6. Entertainment: N/A (no mention)
The guest does not mention anything about the entertainment options on board.

7. Excursions: N/A (no mention)
There is no comment from the guest regarding excursions or their experience with them.

8. Primary Issues Mentioned: 2/10
The primary issue mentioned by the guest is the unavailability of pop in the bar, which they had to settle for out of a bottle. This is a significant concern for some guests.

9. Sentiment Analysis: 4/10
The sentiment analysis suggests that the guest is somewhat dissatisfied with their experience on board, particularly regarding the food and beverage options. However, the tone of the review is more disappointed than angry or scathing."
7.0,,8.0,,,5.0,,,,,,,,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 7/10
The guest mentions that the ship was comfortable and clean, which are positive aspects. However, they also mention some issues with dress code enforcement and vaping in non-smoking areas, which suggests room for improvement.

2. Ship Rooms: N/A (no specific comments about rooms)
3. F&B Quality Overall: 8/10
The guest mentions that the food was ""very good"", which is a positive comment. However, they do not provide any negative feedback about the quality of the food.

4. F&B Service Overall: N/A (no specific comments about service)
5. F&B Quality Main Dining: N/A (no specific comments about main dining)
6. Entertainment: 5/10
The guest mentions that entertainment was ""of a mixed quality"", which suggests that it was not consistently good or bad.

7. Excursions: N/A (no specific comments about excursions)
8. Primary Issues Mentioned:
- Dress code enforcement in Latitude 53 area
- Vaping in non-smoking deck areas
- Disappointing experience in Barbados and Dominica
- Rude staff at Republic of Dominica Airport

9. Sentiment Analysis: Neutral (4/10)
The guest's review is mostly neutral, with some positive comments about the food and a few negative comments about specific aspects of the ship and excursions. However, the overall tone is not overwhelmingly positive or negative.

Note that I did not rate ""Ship Rooms"" as it was not mentioned in the review, and I did not assign scores to ""Excursions"", ""F&B Service Overall"", and ""F&B Quality Main Dining"" as they were not mentioned in the review."
8.0,6.0,,,,,,,,,,6.0,,"Based on the guest review, I would assign the following scores:

1. Ship Overall: 8/10
The guest mentions that the ship was clean and tidy, which is a positive aspect. However, they also mention some issues with their room, such as dampness and a drain aroma, which brings down the score.

2. Ship Rooms: 6/10
The guest praises Glenn and Sudip for their service, but criticizes the room itself due to dampness, a non-functional toilet, and a strong drain aroma. This suggests that while some staff members were excellent, the room was not up to par.

3. F&B Quality Overall: N/A (no mention)
There is no mention of the food quality in this review.

4. F&B Service Overall: 9/10
The guest mentions that the staff were ""very helpful in all areas"" and ""lovely and friendly"", which suggests excellent service overall.

5. F&B Quality Main Dining: N/A (no mention)
There is no mention of the food quality in this review.

6. Entertainment: N/A (no mention)
There is no mention of entertainment in this review.

7. Excursions: N/A (no mention)
There is no mention of excursions in this review.

8. Primary Issues Mentioned:
- Room dampness
- Non-functional toilet
- Drain aroma

These issues are mentioned as primary complaints by the guest.

9. Sentiment Analysis: 6/10
The guest's tone is generally positive, but they also express frustration and disappointment with their room issues. The sentiment analysis score reflects this mixed tone."
6.0,4.0,,,,7.0,,,,,,7.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The guest mentions that parts of the ship are ""in need of updating"" and ""very dated and worn"", which suggests a lack of modernization and maintenance.

2. Ship Rooms: 4/10
The guest specifically mentions that cabins need refurbishing, indicating a need for upgrade or renovation.

3. F&B Quality Overall: N/A (no specific comments about food quality)
However, the guest does mention some positive interactions with staff in various venues, which suggests that the service may be good overall.

4. F&B Service Overall: 8/10
The guest praises individual hosts and staff members, such as Abdul, Grace, Kevin, and Cyrell, indicating excellent service.

5. F&B Quality Main Dining: N/A (no specific comments about main dining)
However, the guest does not mention anything negative about the food quality in main dining.

6. Entertainment: 7/10
The guest mentions that the Broadway Show Lounge productions were ""amazing"", but also notes that there was a lack of karaoke sessions, which might be seen as a drawback.

7. Excursions: N/A (no specific comments)
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- Parts of the ship are in need of updating and are ""very dated and worn"".
- Cabins need refurbishing.
Other issues, such as uncomfortable seating and a lack of karaoke sessions, are mentioned but seem to be secondary concerns.

9. Sentiment Analysis: 7/10
The guest's tone is generally positive, with praise for individual staff members and some entertainment options. However, the negative comments about the ship's condition and cabin quality bring down the overall sentiment score."
7.0,6.0,7.0,,,,,,,,,8.0,2,"Based on the guest review, I would score the following areas:

1. Ship Overall: 7/10
The guest mentions that some areas of the ship are ""a little dated"", but also notes that other areas have been ""very tastefully improved"". This suggests a mixed assessment of the ship's overall condition.

2. Ship Rooms: 6/10
The guest describes their cabin as ""clean and comfortable"" but also mentions that it is ""a little dated"" and that the air conditioning is noisy. This indicates some room for improvement in terms of comfort and amenities.

3. F&B Quality Overall: 7/10
The guest notes that there was less choice of food in the Market Place compared to previous cruises, but also mentions that there was always ample seating. This suggests a neutral assessment of the overall quality of the food.

4. F&B Service Overall: 9/10
The guest describes the staff as ""very cheerful and helpful"" and notes that they were ""pleasant and obliging"". This suggests excellent service from the crew.

5. F&B Quality Main Dining: N/A (not mentioned in the review)
This attribute is not mentioned in the guest's review, so I would score it as 'n/a'.

6. Entertainment: N/A (not mentioned in the review)
This attribute is also not mentioned in the guest's review, so I would score it as 'n/a'.

7. Excursions: N/A (not mentioned in the review)
Similarly, excursions are not mentioned in the guest's review, so I would score them as 'n/a'.

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues: the dated condition of some areas of the ship and the noisy air conditioning in their cabin.

9. Sentiment Analysis: 8/10
Overall, the guest's tone is positive and enthusiastic, with a focus on the value for money and the helpfulness of the staff. However, they also mention some negative aspects of their experience, which brings down the sentiment analysis score slightly."
9.0,,9.0,,,9.0,,,,,,9.0,2,"Based on the guest review, I would score it as follows:

1. Ship Overall: 9/10
The guest mentions that the ship provided a great atmosphere to kick back in and that the crew, service, food, and entertainment were all excellent. The only negative comment is about a trip on the first day, but this does not seem to reflect the overall experience.

2. Ship Rooms: N/A (no mention of room quality or any issues with rooms)

3. F&B Quality Overall: 9/10
The guest mentions that the food, drink, and entertainment were all top-notch, indicating a high level of satisfaction with the onboard dining and entertainment options.

4. F&B Service Overall: 9/10
Similar to the previous point, the guest expresses excellent service in terms of food and beverage.

5. F&B Quality Main Dining: N/A (no specific mention of main dining quality)

6. Entertainment: 9/10
The guest mentions that entertainment was top-notch, indicating a high level of satisfaction with the onboard entertainment options.

7. Excursions: N/A (no mention of excursion quality or any issues with excursions)

8. Primary Issues Mentioned: 2/10
The primary issues mentioned by the guest are:
- A trip on the first day that was uncomfortable and felt like a waste of money and time.
- Security at the airport being lacking.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest expressing satisfaction with almost every aspect of their cruise experience. The only negative comments are minor and do not seem to detract from their overall enjoyment of the trip."
6.0,,4.0,,3.0,,,,,,,,2,"Based on the provided guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The reviewer mentions several issues that affect their overall experience, but they also seem to enjoy certain aspects of the cruise (e.g., no specific complaints about entertainment or excursions). However, the numerous problems with food quality and service outweigh the positive comments.

2. Ship Rooms: N/A
There is no mention of the ship's rooms in the review.

3. F&B Quality Overall: 4/10
The reviewer specifically mentions that the variety of food in dining rooms is a problem, and they often receive lukewarm meals instead of hot ones. This suggests a significant issue with the quality of food overall.

4. F&B Service Overall: 5/10
While the reviewer does not explicitly state that the service was poor, their comment about staff being ""overwhelmed"" by the number of guests implies that the service may have been strained or inadequate at times.

5. F&B Quality Main Dining: 3/10
The reviewer specifically mentions that the menus in the main dining rooms are not very exciting, which suggests a lack of quality and creativity in this area.

6. Entertainment: N/A
There is no mention of entertainment in the review.

7. Excursions: N/A
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10 (Food Quality and Service)
The reviewer specifically mentions two primary issues: the variety of food in dining rooms and the service being overwhelmed by the number of guests.

9. Sentiment Analysis:
The sentiment of the review is predominantly negative, with a focus on the problems with food quality and service. The tone is somewhat frustrated and disappointed, but not angry or aggressive."
,,,,,,,,,,,,,
8.0,4.0,,,,9.0,,,,,,5.0,,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the cruise trips food and entertainment were fantastic, indicating a positive experience overall.

2. Ship Rooms: 4/10
The guest had issues with their cabin, including a noisy location and a rattling noise that kept them awake for two nights. They also mention that the reception staff's response to the issue was inadequate.

3. F&B Quality Overall: N/A (not mentioned)
There is no mention of food quality in the review.

4. F&B Service Overall: N/A (not mentioned)
There is no mention of food service in the review.

5. F&B Quality Main Dining: N/A (not mentioned)
There is no mention of main dining quality in the review.

6. Entertainment: 9/10
The guest mentions that the cruise trips' entertainment was fantastic, indicating a positive experience.

7. Excursions: N/A (not mentioned)
There is no mention of excursions in the review.

8. Primary Issues Mentioned:
- Cabin noise issue
- Reception staff's response to cabin issue
- Lack of maintenance visit to assess and fix the noise

Rating for primary issues: 6/10 (the guest had multiple issues, but they were not extremely severe)

9. Sentiment Analysis: 5/10
The guest is generally positive about their experience, but they are also frustrated with the reception staff's response to their cabin issue and feel that their concerns were not adequately addressed. The sentiment is mixed, with a balance of positive and negative emotions."
