Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
8.0,5.0,9.0,9.0,9.0,,,,,,,9.0,2,"Based on the guest review, here are my scores:

1. Ship Overall: 8/10
The guest mentions that their cabin could do with a refurbishment, but this is not a major issue for them. They also mention that everything else was ""excellent"" and they're looking forward to returning in January 2026.

2. Ship Rooms: 5/10
The guest mentions that the rooms on deck 2 could be better and are ready for a refurbishment, which suggests some issues with the current state of the rooms.

3. F&B Quality Overall: 9/10
The guest states that ""food and drink was excellent"", indicating high quality in this area.

4. F&B Staff Service Overall: 9/10
The guest mentions that the service was ""excellent"" and describes the staff as ""very friendly"", suggesting high levels of service.

5. F&B Quality Main Dining: 9/10 (same score as overall F&B quality)
This is not explicitly mentioned, but it can be inferred from the guest's positive comments about food and drink in general.

6. Entertainment: N/A
The guest does not mention entertainment at all in their review.

7. Excursions: N/A
The guest also does not mention excursions in their review.

8. Primary Issues Mentioned: 2/10 (only one specific issue mentioned, which is the state of the rooms)
The guest mentions that the rooms could do with a refurbishment as the only primary issue they've experienced.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest expressing enthusiasm for their experience and looking forward to returning in January 2026."
7.0,,8.0,7.0,,,,,,,,6.0,6,"Based on the guest review, here are the scores:

1. Ship Overall: 7/10
The guest mentions that ""everything went well"", indicating a positive experience overall. However, they also mention some issues with the booking process for specialty restaurants, which brings down the score.

2. Ship Rooms: N/A (no specific comments about the room)
Since there are no specific comments about the room, I'm rating it as 'n/a'.

3. F&B Quality Overall: 8/10
The guest mentions that ""the only thing we didn't like was the booking process for the speciality restaurants"", but doesn't mention any issues with the food quality.

4. F&B Staff Service Overall: 7/10
Similar to the ship overall score, the guest mentions some issues with the booking process, which brings down the score.

5. F&B Quality Main Dining: N/A (no specific comments about main dining)
Since there are no specific comments about the main dining experience, I'm rating it as 'n/a'.

6. Entertainment: N/A (no specific comments about entertainment)
There are no specific comments about the entertainment options on board, so I'm rating it as 'n/a'.

7. Excursions: N/A (no specific comments about excursions)
Similarly, there are no specific comments about the excursion experience, so I'm rating it as 'n/a'.

8. Primary Issues Mentioned: 6/10
The guest mentions two primary issues:
- Difficulty booking a table at the sushi restaurant for 3 people in separate cabins.
- Inability to book the same time slots for multiple cabins through the machines.

These issues are not major, but they do bring down the score.

9. Sentiment Analysis: 6/10
The guest's sentiment is generally positive, with phrases like ""the overall experience was good"" and ""everything went well"". However, there are also some negative comments about the booking process, which brings down the sentiment analysis score."
10.0,,10.0,,10.0,,,,,,,10.0,N/A,"Based on the guest review, here are my scores:

1. Ship Overall: 10/10
The guest uses positive adjectives such as ""absolutely fabulous"" and ""amazing"" to describe their experience, indicating a high level of satisfaction with the ship overall.

2. Ship Rooms: N/A (not mentioned)
The guest does not mention anything about the rooms, so I'm rating it as 'n/a'.

3. F&B Quality Overall: 10/10
Similar to the ship overall score, the guest uses positive language to describe their dining experience, indicating a high level of satisfaction with the food and beverage quality.

4. F&B Staff Service Overall: N/A (not mentioned)
The guest does not mention anything about the staff service, so I'm rating it as 'n/a'.

5. F&B Quality Main Dining: 10/10
Again, the guest uses positive language to describe their dining experience, indicating a high level of satisfaction with the main dining options.

6. Entertainment: N/A (not mentioned)
The guest does not mention anything about the entertainment, so I'm rating it as 'n/a'.

7. Excursions: N/A (not mentioned)
The guest does not mention anything about excursions, so I'm rating it as 'n/a'.

8. Primary Issues Mentioned: N/A (no issues mentioned)
The guest explicitly states that they have ""nothing at all"" to fault, indicating that there were no significant issues with their experience.

9. Sentiment Analysis: 10/10
The overall sentiment of the review is extremely positive, with the guest using superlatives such as ""absolutely fabulous"" and ""amazing"". The tone is enthusiastic and complimentary, indicating a high level of satisfaction with their cruise experience."
9.0,,8.0,9.0,,,,,,,,10.0,N/A,"Based on the provided guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that they ""loved it from start to finish"", indicating a high level of satisfaction with their overall experience.

2. Ship Rooms: N/A (no mention)
There is no feedback provided about the quality or condition of the ship's rooms.

3. F&B Quality Overall: 8/10
While the guest doesn't provide specific details, they do mention that the staff are ""all amazing"", which suggests a high level of service and quality in the food and beverage department overall.

4. F&B Staff Service Overall: 9/10
The guest's comment about the staff being ""amazing"" indicates excellent service from the F&B staff.

5. F&B Quality Main Dining: N/A (no mention)
There is no feedback provided about the quality of the main dining experience.

6. Entertainment: N/A (no mention)
The guest doesn't mention anything about the entertainment options on board.

7. Excursions: N/A (no mention)
There is no feedback provided about the excursions offered by the cruise line.

8. Primary Issues Mentioned: N/A (no negative comments)
The guest's review is entirely positive, with no mentions of any issues or problems encountered during their trip.

9. Sentiment Analysis: 10/10
The tone of the review is overwhelmingly positive, with words like ""joy"", ""delight"", and ""amazing"" used to describe their experience. The sentiment analysis score reflects this extremely positive sentiment."
9.0,8.5,9.5,9.5,9.0,9.0,9.0,,,,,,N/A,"Here are my scores based on the guest review:

1. Ship Overall: 9/10
The guest mentions that the ship is ""beautiful"" and ""perfect size for cruising in comfort"", indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: 8.5/10
The guest praises their refurbished cabin as ""lovely"" and mentions that the cabin staff were excellent, but doesn't provide any specific details about the room itself.

3. F&B Quality Overall: 9.5/10
The guest raves about the food being ""excellent wherever we ate"", indicating a high level of satisfaction with the overall quality of the food and beverage options.

4. F&B Staff Service Overall: 9.5/10
The guest praises the staff, particularly in the Atrium and around the pool, as ""exceptional"" and mentions that specific staff members (Jerome, Jeford, Ramos) deserve special mention for their attentiveness and enthusiasm.

5. F&B Quality Main Dining: 9/10
The guest mentions that the food was excellent in both Islands and Italian restaurants, indicating a high level of satisfaction with the quality of main dining options.

6. Entertainment: 9/10
The guest praises the Broadway Show cast as ""exceptional"" and mentions that it's one of the best they've seen, indicating a high level of satisfaction with the entertainment options.

7. Excursions: 9/10
The guest mentions that the excursions booked with Marella were excellent, indicating a high level of satisfaction with the excursion experience.

8. Primary Issues Mentioned: N/A
There are no specific issues mentioned by the guest in their review.

9. Sentiment Analysis:
The overall sentiment of the review is extremely positive, with the guest using words and phrases such as ""wonderful"", ""exceptional"", and ""beautiful"" to describe their experience on board. The only slightly negative comment is about the Silent Disco in the Squid and Anchor not working well due to a lack of headsets, but this is quickly dismissed by the guest's overall positive tone."
8.0,6.0,9.0,9.0,,8.0,,,,,,9.0,2,"Based on the guest review, I would rate the following areas as follows:

1. Ship Overall: 8/10
The guest mentions that some refurbishment is needed to the cabin, specifically the bathroom, but overall they had a fantastic holiday and will be cruising with Marella again.

2. Ship Rooms: 6/10
The guest mentions that the air conditioning was too cold in all the main rooms, which is a negative aspect. However, they also mention that the Squid & Anchor room is great for evening entertainment, suggesting that some areas of the ship are well-designed.

3. F&B Quality Overall: 9/10
The guest praises the food and entertainment, stating that it was ""excellent"".

4. F&B Staff Service Overall: 9/10
The guest also mentions that the staff were excellent, which suggests high levels of service.

5. F&B Quality Main Dining: N/A (not mentioned in the review)
This attribute is not mentioned in the review, so I would rate it as 'n/a'.

6. Entertainment: 8/10
The guest mentions that the entertainment was great and that the Squid & Anchor room is a good spot for evening entertainment.

7. Excursions: N/A (not mentioned in the review)
This attribute is not mentioned in the review, so I would rate it as 'n/a'.

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues: the need for refurbishment to the cabin and the air conditioning being too cold in main rooms.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest stating that they had a ""fantastic holiday"" and will be cruising with Marella again. The only negative comments are minor and do not detract from their overall satisfaction."
9.0,,9.0,9.0,,8.0,,,,,,,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that they loved everything about the full cruise package, indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (no mention)
There is no mention of the ship's rooms or accommodations in the review.

3. F&B Quality Overall: 9/10
The guest praises the food and drinks on board, stating that it was perfect for them and that they loved everything about the full cruise package.

4. F&B Staff Service Overall: 9/10
The guest mentions that the crew and service were excellent, with no complaints or issues mentioned.

5. F&B Quality Main Dining: N/A (no specific mention)
While the guest praises the food in general, there is no specific mention of the main dining experience.

6. Entertainment: 8/10
The guest mentions that the entertainment worked seamlessly, but does not provide any detailed feedback or criticisms.

7. Excursions: N/A (no mention)
There is no mention of the excursions or their quality in the review.

8. Primary Issues Mentioned: N/A (no issues mentioned)
The guest does not mention any primary issues or complaints during their cruise.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with the guest using phrases such as ""We loved everything about the full cruise package"" and ""Cannot fault any of this at all!"" to express their satisfaction. The tone is enthusiastic and complimentary, indicating a high level of happiness with their experience."
9.0,,10.0,10.0,10.0,9.0,8.0,,,,,,N/A,"Based on the guest review, I would score the following areas:

1. Ship Overall: 9/10
The guest mentions that they ""enjoyed the whole experience"" and that they could do as much or as little as they wanted, implying a high level of flexibility and comfort.

2. Ship Rooms: N/A (no mention)
There is no mention of the ship's rooms in the review.

3. F&B Quality Overall: 10/10
The guest uses phrases such as ""excellent"", ""exceptional"", and ""great"" to describe the food, indicating a high level of satisfaction with the culinary experience.

4. F&B Staff Service Overall: 10/10
The guest praises the staff for being ""polite and friendly"", indicating excellent service standards.

5. F&B Quality Main Dining: 10/10 (same as overall)
As mentioned earlier, the guest uses similar language to describe the main dining experience, indicating a high level of satisfaction.

6. Entertainment: 9/10
The guest mentions that entertainment was ""excellent"", but does not use superlatives such as ""exceptional"" or ""outstanding"".

7. Excursions: 8/10
While the guest mentions that excursions were ""well organised and value for money"", they do not use language that suggests exceptional quality or a high level of satisfaction.

8. Primary Issues Mentioned: N/A (no negative comments)
There are no negative comments or issues mentioned in the review, suggesting that the guest had an excellent experience with no major complaints.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with words and phrases such as ""enjoyed"", ""excellent"", ""exceptional"", and ""great"" used to describe various aspects of the cruise experience. The tone is enthusiastic and suggests that the guest had a highly satisfying experience."
9.0,,8.0,9.0,,8.0,,,,,,10.0,N/A,"Based on the guest review, here are my scores:

1. Ship Overall: 9/10
The guest mentions that they love cruising and Marella, and that their experience is ""fabulous"". However, there is no specific mention of any exceptional or outstanding aspects of the ship itself.

2. Ship Rooms: N/A (not mentioned)
There is no mention of the guest's room or accommodation on board.

3. F&B Quality Overall: 8/10
The guest mentions that they love Marella and that their experience with food and beverage is ""fabulous"". However, there is no specific mention of any exceptional or outstanding aspects of the quality of the food and beverage.

4. F&B Staff Service Overall: 9/10
The guest praises the staff on board, saying that they are like one big family and exude joy. This suggests excellent service from the F&B staff.

5. F&B Quality Main Dining: N/A (not mentioned)
There is no mention of the quality of main dining in the review.

6. Entertainment: 8/10
The guest mentions that they love Marella, but there is no specific mention of any exceptional or outstanding aspects of the entertainment on board.

7. Excursions: N/A (not mentioned)
There is no mention of excursions in the review.

8. Primary Issues Mentioned: N/A (no issues mentioned)
The guest does not mention any primary issues with their cruise experience.

9. Sentiment Analysis: 10/10
The sentiment of the review is overwhelmingly positive, with the guest using words such as ""fabulous"", ""love"", and ""amazing"" to describe their experience. The tone is enthusiastic and celebratory, suggesting a high level of satisfaction with their cruise experience."
8.0,,9.0,9.0,,8.0,,,,,,8.5,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the ship ""never disappoints"", indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (no specific comments about room quality or amenities)

3. F&B Quality Overall: 9/10
The guest praises the food and drinks, stating they were ""great"".

4. F&B Staff Service Overall: 9/10
The guest mentions that the staff were ""brilliant"", indicating excellent service.

5. F&B Quality Main Dining: N/A (no specific comments about main dining quality)

6. Entertainment: 8/10
The guest states that the entertainment was ""very good"".

7. Excursions: N/A (no specific comments about excursion quality or variety)

8. Primary Issues Mentioned: 2/10
The guest mentions two issues:
- Some public loos were very low for someone with bad knees.
- There used to be more choice from the bar on previous cruises and they ran out of bottle beers for about 3 days.

9. Sentiment Analysis: 8.5/10
The overall sentiment of the review is positive, with the guest expressing enthusiasm for future cruises and highlighting several strengths (staff, food, entertainment). The only negative comments are minor and do not detract from their overall enjoyment."
9.0,,9.0,,9.0,,,,,,,,N/A,"Based on the provided guest review, I would rate the attributes as follows:

1. Ship Overall: 9/10
The guest mentions that the ship was ""amazing"", which suggests a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (not mentioned)
Since the guest does not mention anything about their room or accommodations, I would rate this attribute as 'n/a'.

3. F&B Quality Overall: 9/10
The guest mentions that the food was ""amazing"", which suggests a high level of satisfaction with the overall quality of the food and beverage options.

4. F&B Staff Service Overall: N/A (not mentioned)
Similar to the ship rooms attribute, the guest does not mention anything about the service they received from the food and beverage staff, so I would rate this attribute as 'n/a'.

5. F&B Quality Main Dining: 9/10
As mentioned earlier, the guest praises the quality of the food, which suggests a high level of satisfaction with the main dining options.

6. Entertainment: N/A (not mentioned)
The guest does not mention anything about the entertainment options on board, so I would rate this attribute as 'n/a'.

7. Excursions: N/A (not mentioned)
Similarly, the guest does not mention anything about their experience with excursions, so I would rate this attribute as 'n/a'.

8. Primary Issues Mentioned: N/A (no issues mentioned)
The guest does not mention any primary issues or complaints during their cruise, so I would rate this attribute as 'N/A'.

9. Sentiment Analysis:
Based on the review, I would analyze the sentiment as overwhelmingly positive. The guest uses phrases such as ""Fantastic cruise from start to finish"" and ""staff, food, entertainment and ship amazing"", which suggest a high level of satisfaction and enthusiasm for their experience."
9.0,8.0,9.0,9.0,9.0,8.0,9.0,,,,,,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that they had a wonderful holiday and will definitely book again with Marella, indicating high satisfaction with the overall experience.

2. Ship Rooms: 8/10
The guest mentions that their cabin was ""good sized"" and ""comfortable"", but does not provide any specific details about its quality or amenities.

3. F&B Quality Overall: 9/10
The guest raves about the food, saying it's ""fantastic"" and that there are ""lots to eat"". They also mention that the options are plentiful.

4. F&B Staff Service Overall: 9/10
The guest praises the staff for being ""always smiling"" and ""happy to help"", indicating excellent customer service.

5. F&B Quality Main Dining: 9/10 (same as above)
No specific details about main dining, but overall quality is implied by the guest's glowing review of the food.

6. Entertainment: 8/10
The guest mentions that they enjoyed the evening shows in the theatre and other venues, but does not provide any further details.

7. Excursions: 9/10
The guest mentions that their prebooked tours were ""extremely enjoyable"", indicating high satisfaction with the excursion experience.

8. Primary Issues Mentioned: N/A (the review is overwhelmingly positive and does not mention any issues or complaints)

9. Sentiment Analysis:
The sentiment of the review is extremely positive, with words like ""wonderful"", ""fantastic"", and ""enjoyable"" used throughout. The tone is enthusiastic and recommends Marella to others, indicating a high level of satisfaction and loyalty."
