Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
6.0,,7.0,,,,,,,,,,9,"Based on the provided guest review, I would rate the areas as follows:

1. Ship Overall: 6/10
The guest mentions that the ship is ""quite old"", which suggests a negative aspect of their experience. However, they also mention that all staff were ""very good"", which is a positive point.

2. Ship Rooms: N/A (no specific comments about room quality)
Since there are no specific comments about the room quality in the review, I would rate this area as 'n/a'.

3. F&B Quality Overall: 7/10
The guest does not mention any significant issues with food quality, but they do mention that the main problem was the noise from the engines.

4. F&B Staff Service Overall: N/A (no specific comments about staff service)
Similar to the ship rooms, there are no specific comments about the staff service in the review.

5. F&B Quality Main Dining: N/A (no specific comments about food quality)
Again, there are no specific comments about the food quality in the main dining area.

6. Entertainment: N/A (no specific comments about entertainment)
The guest does not mention anything about the entertainment options on board.

7. Excursions: N/A (no specific comments about excursions)
There are no specific comments about the excursion experience in the review.

8. Primary Issues Mentioned: 9/10
The primary issue mentioned by the guest is the constant noise from the ship's engines, which they found very bad and impossible to sleep due to.

9. Sentiment Analysis:
The sentiment of the review is mostly negative, with a focus on the noise issue being the main problem. However, the guest does mention that all staff were ""very good"", which suggests some positive aspects to their experience. Overall, I would rate the sentiment analysis as 5/10 (neutral/mixed)."
8.0,9.0,6.0,5.0,5.0,9.0,,,,,,,2,"Based on the provided guest review, I would rate the following areas:

1. Ship Overall: 8/10
The guest mentions that the cruise was ""overall good"", indicating a positive experience. However, they also mention some negative aspects, which prevents me from giving a perfect score.

2. Ship Rooms: 9/10
The guest praises their inside cabin as ""spacious"" and compliments the cabin stewards, indicating a high level of satisfaction with their accommodation.

3. F&B Quality Overall: 6/10
The guest mentions that the selection of drinks and cocktails on all-inclusive was ""significantly reduced and disappointing"", which is a negative aspect. However, they do not mention any other issues with food quality.

4. F&B Staff Service Overall: 5/10
Unfortunately, the guest mentions that the restaurant service was ""poor"", indicating a significant issue with the staff's performance.

5. F&B Quality Main Dining: 5/10 (same as above)
The guest specifically mentions poor service in the main dining area, which is a key aspect of their overall dining experience.

6. Entertainment: 9/10
The guest states that ""shows and entertainment was very good"", indicating high satisfaction with this aspect of the cruise.

7. Excursions: N/A
There is no mention of excursions in the provided review, so I would rate this area as 'n/a'.

8. Primary Issues Mentioned: 2/10 (poor restaurant service, reduced drink selection)
The guest mentions two specific issues that they experienced during their cruise.

9. Sentiment Analysis:
The overall sentiment of the review is mixed, with both positive and negative comments. However, if I had to rate it, I would say it's slightly negative due to the significant issues mentioned (poor restaurant service and reduced drink selection)."
4.0,5.0,2.0,8.0,2.0,,,,,,,1.0,,"Based on the guest review, I would rate the following areas as follows:

1. Ship Overall: 4/10
The guest mentions that the ship was congested, cold indoors, and had limited space on deck, which suggests a negative overall experience.

2. Ship Rooms: 5/10
The guest mentions that their cabin (8564) had a pillar in the middle of the room and constant creaking sounds, which is a significant issue. However, they also mention that staff were all very good and the ship was clean, which suggests some positives.

3. F&B Quality Overall: 2/10
The guest mentions that food was of disappointing quality, especially for their coeliac husband, and that there were limited gluten-free options. They also mention that the water fountains tasted disgusting.

4. F&B Staff Service Overall: 8/10
The guest mentions that staff were all very good, which suggests excellent service.

5. F&B Quality Main Dining: 2/10
Similar to the overall F&B quality rating, the guest mentions disappointing food quality and limited gluten-free options.

6. Entertainment: N/A
There is no mention of entertainment in the review.

7. Excursions: N/A
There is no mention of excursions in the review.

8. Primary Issues Mentioned:
- Congested ship
- Cold indoor temperatures
- Limited space on deck
- Poor food quality
- Limited gluten-free options
- Disgusting water fountains
- Cabin issues (pillar and creaking sounds)
- Industrial ports

9. Sentiment Analysis: 1/10
The guest's sentiment is overwhelmingly negative, stating that they did not enjoy any aspect of the cruise and that it was the worst Marella ship they had ever sailed on."
4.0,3.0,5.0,6.0,5.0,4.0,,,,,,2.0,,"Based on the guest review, here are my scores:

1. Ship Overall: 4/10
The guest mentions several negative experiences with their cabin and the ship's overall performance.

2. Ship Rooms: 3/10
The guest had issues with noise from above and was unable to get a suitable replacement cabin, which affected their sleep.

3. F&B Quality Overall: 5/10
The guest mentions that the food was ""average"" some days, good and others not so good, indicating a lack of consistency in quality.

4. F&B Staff Service Overall: 6/10
While the guest doesn't provide specific examples, they do mention having to ask for items at breakfast, which suggests some issues with service.

5. F&B Quality Main Dining: 5/10 (same as overall F&B quality)
The guest's comments about food quality are consistent across both main dining and overall F&B quality.

6. Entertainment: 4/10
The guest describes the entertainment as ""just ok"", which suggests it didn't meet their expectations.

7. Excursions: N/A
There is no mention of excursions in the review, so I've rated this as 'n/a'.

8. Primary Issues Mentioned:
- Cabin noise and issues with replacement cabin
- Poor sleep quality due to cabin location
- Cancelled port of call
- Limited transfers available in ports

9. Sentiment Analysis: 2/10 (very negative)
The guest's tone is overwhelmingly negative, expressing disappointment and frustration with their experience on the ship."
6.0,,7.0,8.0,4.0,8.0,,,,,,4.0,,"Here are the scores based on the guest review:

1. Ship Overall: 6/10
The guest mentions that they didn't have a great experience due to issues prior to boarding, but still enjoyed the cruise. They do recommend the Discovery 2 as a ship, which suggests some positive aspects.

2. Ship Rooms: N/A (no mention of room quality or any specific issues with rooms)

3. F&B Quality Overall: 7/10
The guest mentions that dining quality has slipped in recent years, citing examples of undercooked fish and overcooked meat. However, they also praise Gallery 47 for its excellent service.

4. F&B Staff Service Overall: 8/10
The guest praises the service at Gallery 47, saying it couldn't be faulted. They also mention that housekeeping was ""first class"" and specifically praise Aung, Jun, and their team on deck 3.

5. F&B Quality Main Dining: 4/10
The guest mentions that dining quality has slipped in recent years, citing examples of undercooked fish and overcooked meat.

6. Entertainment: 8/10
The guest enjoys the entertainment options on board, particularly the pool deck and Atrium shows. They also mention a special show by Robbie and the Collective.

7. Excursions: N/A (no mention of excursion quality or any specific issues with excursions)

8. Primary Issues Mentioned:
- Poor online technology for booking cruises
- Mistaken bookings due to connection failures
- Payment taken after cruise was fully booked
- Lack of apology from customer services team
- Complaints process not available until now

9. Sentiment Analysis: 4/10 (neutral to slightly negative)
The guest has some positive comments about their experience, but also raises several concerns and criticisms, particularly regarding the online technology and customer service issues."
6.0,5.0,7.0,8.0,6.0,4.0,,,,,,5.0,3,"Based on the guest review, I would score the following attributes:

1. Ship Overall: 6/10
The guest mentions that the ship was ""tired"" in cabins and that the woodwork looked greasy when sun shone in, which suggests some maintenance issues. However, they also mention that it was ""very good value"" for what they paid, indicating that the overall experience was still positive.

2. Ship Rooms: 5/10
The guest mentions several issues with their cabin, including worn-out bedding and smelly throw cushions. While these are significant complaints, they don't seem to be deal-breakers.

3. F&B Quality Overall: 7/10
The guest enjoys the evening dinner but has some issues with the main fish dishes and two of the white wines being undrinkable. However, they also mention that breakfast and lunch could have more fresh fruit, which suggests some room for improvement in terms of variety and quality.

4. F&B Staff Service Overall: 8/10
The guest mentions that ""Very good service"" was provided in all areas, but notes that sometimes they had to wait longer than acceptable to be served at dinner. This suggests that while the staff is generally excellent, there may be some inconsistencies in terms of service speed.

5. F&B Quality Main Dining: 6/10
The guest enjoys the evening dinner but has some issues with the main fish dishes and two of the white wines being undrinkable. The breakfast and lunch options are also somewhat lacking in variety.

6. Entertainment: 4/10
The guest mentions that only two out of three shows were good, while the other two were poor. This suggests a lack of consistency in terms of entertainment quality.

7. Excursions: N/A (not mentioned)
There is no mention of excursions in the review, so I would score this attribute as ""n/a"".

8. Primary Issues Mentioned: 3/10
The guest mentions several issues with their cabin and dining experiences, but these are not necessarily primary issues that would prevent them from recommending the cruise line. However, they do suggest some areas for improvement.

9. Sentiment Analysis: 5/10
The guest's tone is generally positive, but also somewhat lukewarm. They mention that they ""liked it"" but didn't love it, and that it fell short of other cruise companies. This suggests a neutral to slightly negative sentiment overall."
6.0,,7.0,,,,4.0,,,,,4.0,9,"Based on the guest review, here are my scores:

1. Ship Overall: 6/10
The guest mentions some negative aspects (repetitive destinations, rough crossing, seasickness), but also doesn't mention any major positives.

2. Ship Rooms: N/A
There is no mention of the ship's rooms in the review.

3. F&B Quality Overall: 7/10
Although the guest doesn't specifically mention food quality, they do mention that they didn't land on one of the islands they wanted to visit, implying that they might have been disappointed by the itinerary. However, there is no direct criticism of the food.

4. F&B Staff Service Overall: N/A
There is no mention of the staff service in the review.

5. F&B Quality Main Dining: N/A
As mentioned earlier, there is no specific feedback on the main dining experience.

6. Entertainment: N/A
The guest doesn't mention anything about the entertainment options on board.

7. Excursions: 4/10
The guest expresses disappointment with the itinerary, specifically that they didn't get to visit one of the islands they wanted to. This suggests a low score for excursion quality.

8. Primary Issues Mentioned: 9/10 (Seasickness and repetitive destinations)
These are the two main issues mentioned by the guest in their review.

9. Sentiment Analysis: 4/10
The sentiment of the review is generally negative, with the guest expressing disappointment and frustration with certain aspects of their cruise experience. However, they don't seem to be extremely angry or upset, which is reflected in a lower score."
6.0,4.0,5.0,,3.0,,,,,,,4.0,2,"Based on the guest review, I've assigned scores between 0 and 10 for each area:

1. Ship Overall: 6/10
The guest mentions that their cabin needs improving, which suggests some issues with the overall condition of the ship. However, they also mention that it's ""dated compared to the rest of the ship"", implying that there are still some positive aspects.

2. Ship Rooms: 4/10
The guest specifically mentions that their cabin needs improvement and that the drawers wouldn't open, which suggests a significant issue with the room.

3. F&B Quality Overall: 5/10
The guest mentions that the food in main dining was inconsistent and sometimes not sufficient, which is a concern. However, they don't mention any major issues with the quality of other food options.

4. F&B Staff Service Overall: N/A (not mentioned)
There's no mention of the staff service in the review.

5. F&B Quality Main Dining: 3/10
The guest specifically mentions that the food in main dining was inconsistent and sometimes not sufficient, which suggests a significant issue with this area.

6. Entertainment: N/A (not mentioned)
There's no mention of the entertainment options in the review.

7. Excursions: N/A (not mentioned)
There's no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- Cabin needs improving
- Food in main dining was inconsistent and sometimes not sufficient

9. Sentiment Analysis: 4/10
The sentiment of the review is neutral to slightly negative, with a focus on the guest's disappointment with their cabin and food experiences. However, they don't seem to be extremely dissatisfied or angry, which suggests a moderate level of dissatisfaction."
6.0,4.0,5.0,7.0,3.0,8.0,,,,,,4.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The guest mentions that the ship was ""good"" overall, but also states that it was ""let down by the restaurant experience"". This suggests that while the ship had some positive aspects, it was not entirely to their satisfaction.

2. Ship Rooms: 4/10
The guest mentions that the cabin size was good, but also notes that the cabin was ""tired and worn"" with issues such as a mouldy shower curtain and black silicone in the shower room. This suggests that the rooms were not up to par.

3. F&B Quality Overall: 5/10
The guest mentions that some of the food options, such as Turf and Surf restaurant and Gallery 47, were good. However, they also mention issues with the buffet restaurant being very busy, slow service in restaurant 47, poor menu choice, and sometimes poor cocktails.

4. F&B Staff Service Overall: 7/10
The guest mentions that all staff worked hard and were efficient and pleasant, which suggests a high level of service overall.

5. F&B Quality Main Dining: 3/10
The guest's experience with main dining was largely negative, citing slow service and poor menu choice.

6. Entertainment: 8/10
The guest mentions that the daily programmes were good and plenty to do, and that the entertainment staff worked hard.

7. Excursions: N/A
This attribute is not mentioned in the review.

8. Primary Issues Mentioned: 2/10 (Strong odour around water cooler on deck 7, poor service in restaurant 47)
The guest mentions two primary issues: a strong unpleasant smell around the water cooler and slow/poor service in restaurant 47.

9. Sentiment Analysis: 4/10
The sentiment of the review is generally negative, with the guest expressing disappointment with their experience, particularly with the restaurant. However, they also mention some positive aspects, such as the efficiency of the staff and the quality of certain food options."
7.0,6.0,,8.0,,7.0,,,,,,6.0,2,"Based on the guest review, here are my scores:

1. Ship Overall: 7/10
The guest mentions that it was their first cruise and they found it clean, which is a positive aspect. However, they also mention some negative aspects such as feeling dizzy due to the ship's motion and having a cabin at the back of the ship, which may have contributed to their discomfort.

2. Ship Rooms: 6/10
The guest mentions that their cabin was at the back of the ship, which didn't help them with their dizziness issue. However, they don't provide any other feedback about the room itself.

3. F&B Quality Overall: N/A (not mentioned)
4. F&B Staff Service Overall: 8/10
The guest mentions that the staff was friendly, but doesn't provide any specific examples or feedback about the service quality.

5. F&B Quality Main Dining: N/A (not mentioned)
6. Entertainment: 7/10
The guest mentions that the entertainment was good, which is a positive aspect.

7. Excursions: N/A (not mentioned)
8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- Feeling dizzy due to the ship's motion
- Having a cabin at the back of the ship

9. Sentiment Analysis: 6/10
The guest's sentiment is mixed, with some positive comments (clean ship, friendly staff, good entertainment) and some negative comments (dizziness issue, uncomfortable cabin). Overall, the tone is neutral to slightly negative.

Note that some attributes were not mentioned by the guest, so I rated them as 'N/A'."
,,,,,,,,,,,,,
6.0,,,,,4.0,,,,,,4.0,,"Based on the guest review, I would rate the following areas as follows:

1. Ship Overall: 6/10
The guest mentions that they wouldn't recommend the itinerary due to lack of activities port-side, but this is not a direct criticism of the ship itself.

2. Ship Rooms: N/A (no mention)

3. F&B Quality Overall: N/A (no mention)

4. F&B Staff Service Overall: N/A (no mention)

5. F&B Quality Main Dining: N/A (no mention)

6. Entertainment: 4/10
The guest expresses disappointment with the lack of live band entertainment, both during the day and night, and suggests that it may be due to cost-cutting measures.

7. Excursions: N/A (no mention)

8. Primary Issues Mentioned:
- Lack of on-board live band entertainment
- Cost cutting strategy affecting entertainment options

9. Sentiment Analysis: 4/10
The guest's tone is neutral to slightly negative, expressing disappointment with the lack of entertainment options and suggesting that it may be due to cost-cutting measures. However, they do mention that they would recommend the ship for winter sun, indicating some positive aspects."
7.0,8.0,6.0,5.0,,,,,,,,7.0,2,"Based on the guest review, here are my scores:

1. Ship Overall: 7/10
The guest mentions that they ""overall enjoyed"" their cruise and would choose Marella again, indicating a positive experience. However, they also mention that the ship was smaller than expected, which might be a drawback for some guests.

2. Ship Rooms: 8/10
The guest had an issue with noise in their cabin, but it's not clear if this was due to the room itself or external factors. The fact that the issue was initially acknowledged but then ignored suggests a potential problem with customer service.

3. F&B Quality Overall: 6/10
The guest mentions that they didn't enjoy the food at 47 and Piccadilly, but had a better experience at Gallery 47. They also express disappointment with the wine selection on the AI package, specifically Rosé.

4. F&B Staff Service Overall: 5/10
The guest's experience with the staff is mixed. On one hand, they mention that the staff were ""excellent"", but on the other hand, they felt ignored when they brought up the noise issue in their cabin.

5. F&B Quality Main Dining: N/A
This attribute was not mentioned by the guest.

6. Entertainment: N/A
This attribute was not mentioned by the guest.

7. Excursions: N/A
This attribute was not mentioned by the guest.

8. Primary Issues Mentioned: 2/10
The primary issues mentioned by the guest are:
- Noise issue in the cabin (initially acknowledged but then ignored)
- Poor food quality at certain venues (47 and Piccadilly, with Gallery 47 being an exception)

9. Sentiment Analysis: 7/10
The guest's overall sentiment is positive, but they also mention several negative experiences, including noise issues and poor food quality. The tone of the review is constructive, suggesting that the guest wants to provide feedback to help improve their experience on Marella cruises."
