Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
2.0,,4.0,,3.0,,,,,,,,1,"Based on the guest review, I would rate the attributes as follows:

1. Ship Overall: 2/10
The guest mentions that the ship was ""awful"" and had a ""virus"", which suggests a severe issue with the ship's cleanliness or health standards.

2. Ship Rooms: N/A (not mentioned)
There is no mention of the guest's experience in their room, so I would rate this attribute as 'n/a'.

3. F&B Quality Overall: 4/10
The guest mentions that the food was ""not good"", which suggests a significant issue with the quality of the food.

4. F&B Service Overall: N/A (not mentioned)
There is no mention of the guest's experience with the service in the dining area, so I would rate this attribute as 'n/a'.

5. F&B Quality Main Dining: 3/10
Similar to the overall F&B quality rating, the guest mentions that the food was ""not good"", which suggests a lower rating for main dining.

6. Entertainment: N/A (not mentioned)
There is no mention of the guest's experience with entertainment on board, so I would rate this attribute as 'n/a'.

7. Excursions: N/A (not mentioned)
The guest does not mention anything about their excursion experiences, so I would rate this attribute as 'n/a'.

8. Primary Issues Mentioned: 1/10
The guest mentions a few primary issues, including the ship's cleanliness, food quality, and overall dissatisfaction.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly negative, with words like ""awful"", ""not good at all"", and ""not very happy"" used to describe their experience. The tone is also quite angry and frustrated, suggesting a high level of discontent."
7.0,6.0,5.0,,9.0,2.0,,,,,,5.0,4,"Here are my scores based on the guest review:

1. Ship Overall: 7/10
The guest mentions that the ship was ""well appointed"" and clean, which is a positive aspect. However, they also mention some negative points such as the poor art activities, fewer cabin staff, and removal of fridges from cabins.

2. Ship Rooms: 6/10
The guest praises the cleanliness of their cabin but criticizes the lack of fridge and the infrequent presence of the assigned cabin staff.

3. F&B Quality Overall: 5/10
The guest mentions that the food in the main dining room was excellent, but the buffet was poor in both choice and quality. They also criticize the wine.

4. F&B Service Overall: 8/10
The guest praises all the staff from cabin staff to waitresses as ""amazing"", indicating a high level of service.

5. F&B Quality Main Dining: 9/10
The guest specifically mentions that the food in the main dining room was excellent, which suggests a high quality of cuisine.

6. Entertainment: 2/10
The guest criticizes the art activities as being ""extremely poor"", indicating a low level of entertainment value.

7. Excursions: N/A (not mentioned)
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 4/10
The primary issues mentioned by the guest are:
- Poor quality art activities
- Removal of fridges from cabins
- Poor buffet options and quality
- Wine not being good

9. Sentiment Analysis: 5/10
The sentiment analysis is mixed, with positive comments about the service and main dining room, but negative comments about the entertainment, excursions (not mentioned), and some aspects of the ship's amenities (fridges in cabins). The guest also mentions a deterioration from their previous cruise on this ship."
9.0,,9.0,,,8.0,,,,,,,N/A,"Based on the guest review, I would score the following areas:

1. Ship Overall: 9/10
The guest mentions that the cruise can be whatever you want it to be in terms of entertainment, food, excursions, cabin type, etc., suggesting a high level of flexibility and customization. However, they don't provide any specific details about the ship's overall experience.

2. Ship Rooms: N/A (no mention)
There is no mention of the guest's room or cabin experience.

3. F&B Quality Overall: 9/10
The guest mentions that the choice of food and places to eat were fabulous, and the quality was high. However, they don't provide any specific details about the variety or uniqueness of the menu options.

4. F&B Service Overall: 9/10
The guest praises the staff's friendliness and helpfulness throughout their stay, suggesting excellent service in the food and beverage areas.

5. F&B Quality Main Dining: N/A (no mention)
There is no specific mention of the main dining experience or quality.

6. Entertainment: 8/10
While the guest mentions that the cruise can be whatever you want it to be in terms of entertainment, they don't provide any specific details about the types of activities or shows they enjoyed.

7. Excursions: N/A (no mention)
There is no mention of the guest's experience with excursions.

8. Primary Issues Mentioned: N/A (no negative comments)
The guest doesn't mention any primary issues or complaints during their stay.

9. Sentiment Analysis:
The overall sentiment of the review is extremely positive, with the guest using phrases like ""great communication"", ""helpful and friendly staff"", and ""fabulous"" to describe their experience. The tone is enthusiastic and appreciative, suggesting a high level of satisfaction with their cruise experience."
8.0,,7.0,,,8.0,,,,,,,N/A,"Based on the provided guest review, I've analyzed the scores for each attribute. Here are my ratings:

1. Ship Overall: 8/10
The guest mentions that it's their third Marella cruise in six months, indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (No mention)
There is no feedback provided about the ship rooms or accommodations.

3. F&B Quality Overall: 7/10
Although not explicitly stated, the guest mentions that they booked again on Marella in September, implying that the food quality was satisfactory enough to warrant another booking.

4. F&B Service Overall: 9/10
The guest praises specific staff members (Gigi and Emily), indicating excellent service.

5. F&B Quality Main Dining: N/A (No mention)
There is no feedback provided about the main dining experience or food quality in the main restaurant.

6. Entertainment: 8/10
Although not explicitly stated, the guest mentions that they enjoyed a show featuring an ""amazing lady"" named Emily, suggesting that the entertainment was of high quality.

7. Excursions: N/A (No mention)
There is no feedback provided about excursions or activities on board.

8. Primary Issues Mentioned: N/A (No issues mentioned)
The guest does not mention any primary issues or complaints during their cruise.

9. Sentiment Analysis:
The sentiment analysis of the review is overwhelmingly positive, with words like ""Fantastic"", ""amazing"", and ""talented"" used to describe the staff and entertainment. The tone is enthusiastic and suggests that the guest had an exceptional experience on board."
9.0,,8.0,,,8.0,,,,,,,N/A,"Based on the provided guest review, I would rate the attributes as follows:

1. Ship Overall: 9/10
The guest mentions that ""everything about the cruise was amazing"", indicating a high level of satisfaction with the overall experience.

2. Ship Rooms: N/A (not mentioned in the review)
Since the guest does not mention anything specific about their room, I would rate this attribute as 'n/a'.

3. F&B Quality Overall: 8/10
The guest uses positive language such as ""amazing"" to describe their dining experience, but does not provide any specific details or criticisms.

4. F&B Service Overall: 9/10
Similar to the previous point, the guest praises the staff without providing any negative feedback.

5. F&B Quality Main Dining: N/A (not mentioned in the review)
Again, the guest does not mention anything specific about the quality of main dining, so I would rate this attribute as 'n/a'.

6. Entertainment: 8/10
The guest mentions that they ""absolutely loved everything"" about the cruise, but does not specifically mention entertainment.

7. Excursions: N/A (not mentioned in the review)
Since the guest does not mention anything specific about excursions, I would rate this attribute as 'n/a'.

8. Primary Issues Mentioned: N/A (no issues mentioned)
The guest does not mention any negative experiences or issues with their cruise.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with words such as ""amazing"", ""loved"", and ""won't be my last cruise"" indicating a high level of satisfaction and enthusiasm. The tone is enthusiastic and encouraging, suggesting that the guest had an exceptional experience."
8.0,7.0,9.0,,9.0,9.0,,,,,,,6,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the staff were friendly, the cabins were spotless, and the entertainment was ""first class"", indicating a high level of satisfaction with these aspects.

2. Ship Rooms: 7/10
While the guest praises the cleanliness of their cabin, they also mention an issue with the bunk beds in inside cabins, which could be seen as a drawback.

3. F&B Quality Overall: 9/10
The guest mentions that the food was ""great"" and enjoyed the shows and films, indicating high satisfaction with the food quality.

4. F&B Service Overall: N/A (no mention)
There is no feedback provided about the service in the dining areas or other F&B venues.

5. F&B Quality Main Dining: 9/10
Similar to the overall F&B quality rating, the guest mentions that the food was ""great"", indicating high satisfaction with main dining.

6. Entertainment: 9/10
The guest describes the entertainment as ""first class"" and mentions enjoying the shows and films, indicating a high level of satisfaction.

7. Excursions: N/A (no mention)
There is no feedback provided about excursions in the review.

8. Primary Issues Mentioned: 6/10
The primary issue mentioned by the guest is the inability to turn off air conditioning in their cabin, which could be seen as a significant drawback for some guests.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with the guest expressing satisfaction and enjoyment with various aspects of their cruise experience. The only negative comment is about the air conditioning issue, but it does not seem to detract from their overall satisfaction."
9.0,,8.0,,,,,,,,,,,"Based on the guest review, I would score the following areas:

1. Ship Overall: 9/10
The guest mentions that the ship is ""well maintained"", which suggests a high level of quality and attention to detail.

2. Ship Rooms: N/A (no mention)
There is no feedback provided about the rooms or their condition.

3. F&B Quality Overall: 8/10
The guest praises the chefs, saying that the food was ""amazing"" and commends them on their cooking and menus.

4. F&B Service Overall: 9/10
The guest mentions that the staff are ""very attentive and happy"", and specifically highlights a few staff members who provided outstanding customer service.

5. F&B Quality Main Dining: N/A (no mention)
There is no feedback provided about the quality of main dining.

6. Entertainment: N/A (no mention)
There is no mention of entertainment in the review.

7. Excursions: N/A (no mention)
There is no feedback provided about excursions.

8. Primary Issues Mentioned: None
The guest does not mention any primary issues or areas for improvement.

9. Sentiment Analysis:
The sentiment of the review is overwhelmingly positive, with words and phrases such as ""fantastic experience"", ""outstanding customer service"", ""amazing food"", and ""well worth upgrading"" indicating a high level of satisfaction. The only negative comment is a minor one, stating that some staff stood out in their customer service, but this is not presented as a criticism.

Overall, the guest had an excellent experience on their cruise, with praise for the ship's maintenance, F&B quality, and service."
8.0,6.0,,,,9.0,,,,,,,2,"Based on the guest review, I would score it as follows:

1. Ship Overall: 8/10
The guest mentions that the ship was ""very good and enjoyable"", indicating a high level of satisfaction with their overall experience.

2. Ship Rooms: 6/10
The guest specifically mentions two issues with their cabin (no fridge and noise), which brings down the score.

3. F&B Quality Overall: N/A
There is no mention of food quality in the review, so I would rate this as 'n/a'.

4. F&B Service Overall: N/A
Similarly, there is no mention of service quality in the review, so I would also rate this as 'n/a'.

5. F&B Quality Main Dining: N/A
Again, there is no mention of food quality in the main dining area, so I would rate this as 'n/a'.

6. Entertainment: 9/10
The guest mentions that the ship was ""amazing"" and better than expected, which suggests a high level of satisfaction with the entertainment options.

7. Excursions: N/A
There is no mention of excursions in the review, so I would rate this as 'n/a'.

8. Primary Issues Mentioned: 2/10 (Noise and lack of fridge)
The guest mentions two specific issues that they experienced during their stay, which brings down the score.

9. Sentiment Analysis:
The sentiment analysis suggests that the guest is generally very positive about their experience on the ship, but had a couple of negative experiences that prevented them from giving a perfect score. The overall tone of the review is still positive and enthusiastic, with phrases such as ""very good and enjoyable"" and ""amazing""."
8.0,,7.0,,,,,,,,,,n/a,"Based on the provided review, I would rate the attributes as follows:

1. Ship Overall: 8/10
The reviewer mentions ""Very good"" with a thumbs up, indicating overall satisfaction with their cruise experience.

2. Ship Rooms: n/a (not mentioned in the review)
There is no mention of the ship's rooms or accommodations in the provided review.

3. F&B Quality Overall: 7/10
While the reviewer doesn't specifically mention food quality, they do use a thumbs up emoji, which suggests overall satisfaction with their dining experience.

4. F&B Service Overall: n/a (not mentioned in the review)
The reviewer does not provide any feedback on the service quality of the food and beverage options.

5. F&B Quality Main Dining: n/a (not mentioned in the review)
Similar to the previous point, there is no mention of the main dining experience or its quality.

6. Entertainment: n/a (not mentioned in the review)
The reviewer does not provide any feedback on the entertainment options onboard.

7. Excursions: n/a (not mentioned in the review)
There is no mention of excursions or activities outside of the ship in the provided review.

8. Primary Issues Mentioned: n/a (no issues mentioned)
The reviewer does not mention any primary issues or complaints during their cruise experience.

9. Sentiment Analysis:
The sentiment analysis suggests that the reviewer had a positive experience, using a thumbs up emoji to express their satisfaction. The tone is brief and doesn't reveal any negative aspects of their cruise experience."
4.0,,6.0,,,2.0,,,,,,,1,"Based on the provided guest review, I would rate the areas as follows:

1. Ship Overall: 4/10
The guest mentions that the ship ""wasn't for us"" and specifically states it's an older ship, which suggests a negative experience.

2. Ship Rooms: N/A (not mentioned)
There is no mention of the guest's room or their experience with it.

3. F&B Quality Overall: 6/10
The guest mentions that entertainment wasn't great, but they don't specifically comment on food quality. However, since they didn't mention any positive aspects of the food, I would rate this area lower than average.

4. F&B Service Overall: N/A (not mentioned)
There is no mention of the guest's experience with food and beverage service.

5. F&B Quality Main Dining: N/A (not mentioned)
Similar to F&B Service, there is no mention of the guest's experience with main dining.

6. Entertainment: 2/10
The guest explicitly states that entertainment ""wasn't great"" and mentions that it put them off other passengers, indicating a significant negative experience.

7. Excursions: N/A (not mentioned)
There is no mention of the guest's experience with excursions.

8. Primary Issues Mentioned: 1 (Entertainment)
The guest specifically mentions entertainment as their primary issue, which was a major disappointment for them.

9. Sentiment Analysis:
The sentiment of this review is overwhelmingly negative. The guest expresses disappointment and frustration with various aspects of their cruise experience, particularly the ship and entertainment."
8.0,9.0,8.0,,,9.0,,,,,,9.0,1,"Based on the guest review, I would score the following attributes:

1. Ship Overall: 8/10
The guest mentions that the crew is extremely helpful and proud of their service, which suggests a high level of professionalism and attention to detail. However, they also mention one area for improvement (breakfast locations not being open until 10am), which prevents me from giving a perfect score.

2. Ship Rooms: 9/10
The guest describes the cabins as ""very well looked after and cleaned"", indicating that the rooms are well-maintained and meet high standards.

3. F&B Quality Overall: 8/10
The guest mentions that the Market Place food has a ""very good selection"", suggesting that the quality of the food is generally good. However, they also mention one area for improvement (breakfast locations not being open until 10am), which prevents me from giving a perfect score.

4. F&B Service Overall: 9/10
The guest describes the crew as ""extremely helpful and friendly"", indicating that the service is excellent and attentive.

5. F&B Quality Main Dining: N/A (not mentioned in the review)
This attribute is not mentioned in the review, so I would rate it as 'n/a'.

6. Entertainment: 9/10
The guest mentions that the shows are ""excellent on all Marella cruises"" and specifically praises the Elvis show, indicating that the entertainment options are high-quality.

7. Excursions: N/A (not mentioned in the review)
This attribute is not mentioned in the review, so I would rate it as 'n/a'.

8. Primary Issues Mentioned: 1/10
The guest mentions only one area for improvement (breakfast locations not being open until 10am), which suggests that there are few major issues with their experience.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest using words like ""excellent"" and ""best of the best"" to describe various aspects of their experience. The only negative comment is a minor one, which does not detract from the overall positivity of the review."
6.0,,6.0,,,,,,,,,,,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The guest mentions that getting on and off the ship was a difficult experience, which suggests some issues with accessibility. However, they also mention that staff were great, which is a positive aspect.

2. Ship Rooms: N/A (no mention of room quality or any specific issues)
3. F&B Quality Overall: 6/10
The guest mentions that the food wasn't as nice on this ship compared to previous ones, which suggests some decline in quality.

4. F&B Service Overall: 9/10
The guest praises the staff, saying they were friendly and happy to help all the time, indicating excellent service.

5. F&B Quality Main Dining: N/A (no specific mention of main dining quality)
6. Entertainment: N/A (no mention of entertainment options or experiences)

7. Excursions: N/A (no mention of excursion experiences or quality)

8. Primary Issues Mentioned: Accessibility and food quality
9. Sentiment Analysis:
The guest's tone is generally positive, but they do express frustration with the accessibility issues on board. The sentiment analysis would be slightly negative due to these issues, but overall it's still a positive review.

Note that some attributes (e.g., ship rooms, F&B Quality Main Dining, Entertainment) are not mentioned in the review and therefore rated as N/A."
8.0,,9.0,,,,,,,,,,N/A,"Based on the provided guest review, I would rate the cruise line as follows:

1. Ship Overall: 8/10
The reviewer mentions that it's an ""overall good value"", which suggests a positive experience overall.

2. Ship Rooms: N/A (no mention)
Since there is no mention of the ship rooms in the review, I couldn't assess this attribute.

3. F&B Quality Overall: 9/10
The reviewer states that the food was ""excellent"" and mentions that the Vista restaurant had a high quality of food.

4. F&B Service Overall: 9/10
Similarly, the reviewer praises the service as ""excellent"".

5. F&B Quality Main Dining: N/A (no specific mention)
Although the reviewer mentions the Vista restaurant, they don't specifically comment on the main dining area.

6. Entertainment: N/A (no mention)
There is no mention of entertainment in the review.

7. Excursions: N/A (no mention)
The review doesn't mention excursions at all.

8. Primary Issues Mentioned: N/A (the review is entirely positive)
Since there are no negative comments or issues mentioned, I couldn't identify any primary issues.

9. Sentiment Analysis:
The tone of the review is overwhelmingly positive, with words like ""excellent"" and ""quality"" used to describe the food and service. The reviewer seems satisfied with their overall experience on board."
6.0,,7.0,,,,,,,,,,9,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 6/10
The guest mentions that they ""enjoyed"" their cruise, but also had a negative experience with the transfer process and getting sick halfway through. This suggests that the ship itself was not the primary issue.

2. Ship Rooms: N/A (no mention of room quality or cleanliness)
3. F&B Quality Overall: 7/10
The guest does not provide specific feedback on food quality, but mentions a sickness virus, which could be related to food or water quality.

4. F&B Service Overall: 6/10
Similar to the ship overall rating, the guest's experience with service is mixed, as they mention getting sick and having stress caused by the transfer process.

5. F&B Quality Main Dining: N/A (no specific feedback on main dining)
6. Entertainment: N/A (no mention of entertainment options or quality)

7. Excursions: N/A (no mention of excursion experiences or quality)

8. Primary Issues Mentioned: 9/10
The guest mentions two primary issues: the lack of information about the transfer process and getting sick halfway through the cruise.

9. Sentiment Analysis:
The sentiment of this review is predominantly negative, with a score of -4/10 (on a scale where 0 is neutral and 10 is extremely positive). The guest's experience was marred by stress caused by the transfer process and illness, which significantly impacted their overall enjoyment of the cruise.

Note: The scores are subjective and based on my interpretation of the review."
8.0,9.0,8.0,,,8.0,,,,,,,N/A,"Based on the provided guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the ship ran smoothly from check-in to transport, which suggests a positive experience with the overall operation of the cruise.

2. Ship Rooms: 9/10
The guest describes their cabin as ""lovely"" and specifically mentions having a balcony for the first time, indicating satisfaction with their accommodation.

3. F&B Quality Overall: 8/10
Although not explicitly stated, the guest mentions that the food was ""great"", which suggests an overall positive experience with the quality of the cuisine.

4. F&B Service Overall: 9/10
The guest praises all the staff as being ""polite and helpful"", indicating excellent service throughout the dining areas.

5. F&B Quality Main Dining: N/A (not mentioned)
This attribute is not explicitly mentioned in the review, so I would rate it as 'n/a'.

6. Entertainment: 8/10
The guest mentions that they enjoyed activities like ""meet the captain"" which suggests a positive experience with the entertainment options.

7. Excursions: N/A (not mentioned)
This attribute is also not mentioned in the review, so I would rate it as 'n/a'.

8. Primary Issues Mentioned: N/A (no issues were mentioned)
The guest does not mention any primary issues or complaints during their stay.

9. Sentiment Analysis:
The overall sentiment of the review is positive and relaxing, with words like ""very enjoyable"" and ""great"" used to describe the experience. The tone is calm and satisfied, indicating a high level of customer satisfaction."
